code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,time_idx,month
US.AAPL,Apple,2025-02-06 00:00:00,231.285,233.22,233.8,230.425,38.358,0.00199,29925349,6954770030.0,0.32262227384178604,232.47,23,2
US.AAPL,Apple,2025-02-07 00:00:00,232.6,227.63,234.0,227.26,37.439,0.00264,39707224,9098102557.0,-2.396878483835007,233.22,24,2
US.AAPL,Apple,2025-02-10 00:00:00,229.57,227.65,230.585,227.2,37.442,0.00221,33115645,7565286634.0,0.008786188112291978,227.63,25,2
US.AAPL,Apple,2025-02-11 00:00:00,228.2,232.62,235.23,228.13,38.259,0.00358,53718362,12486842951.0,2.183175927959587,227.65,26,2
US.AAPL,Apple,2025-02-12 00:00:00,231.2,236.87,236.96,230.68,38.958,0.00301,45243292,10634041703.0,1.8270140142722036,232.62,27,2
US.AAPL,Apple,2025-02-13 00:00:00,236.91,241.53,242.3399,235.57,39.725,0.00357,53614054,12884706092.0,1.9673238485245055,236.87,28,2
US.AAPL,Apple,2025-02-14 00:00:00,241.25,244.6,245.55,240.99,40.23,0.00272,40896227,9980885197.0,1.2710636359872451,241.53,29,2
US.AAPL,Apple,2025-02-18 00:00:00,244.15,244.47,245.18,241.84,40.208,0.00325,48822491,11919634390.0,-0.05314799672935219,244.6,30,2
US.AAPL,Apple,2025-02-19 00:00:00,244.66,244.87,246.01,243.1604,40.274,0.00214,32204215,7879931621.0,0.16361925798666738,244.47,31,2
US.AAPL,Apple,2025-02-20 00:00:00,244.94,245.83,246.78,244.29,40.432,0.00215,32316907,7938268689.0,0.39204475844325887,244.87,32,2
US.AAPL,Apple,2025-02-21 00:00:00,245.95,245.55,248.69,245.22,40.386,0.00354,53197431,13106551628.0,-0.11389984948948506,245.83,33,2
US.AAPL,Apple,2025-02-24 00:00:00,244.925,247.1,248.86,244.42,40.641,0.00342,51326396,12690012164.0,0.6312360008144912,245.55,34,2
US.AAPL,Apple,2025-02-25 00:00:00,248.0,247.04,250.0,244.91,40.631,0.0032,48013272,11882158141.0,-0.024281667341158348,247.1,35,2
US.AAPL,Apple,2025-02-26 00:00:00,244.33,240.36,244.98,239.13,39.532,0.00296,44433564,10737670786.0,-2.704015544041442,247.04,36,2
US.AAPL,Apple,2025-02-27 00:00:00,239.41,237.3,242.46,237.06,39.029,0.00274,41153639,9856103428.0,-1.273090364453321,240.36,37,2
US.AAPL,Apple,2025-02-28 00:00:00,236.95,241.84,242.09,230.2,39.776,0.00378,56833360,13612231238.0,1.9131900547829717,237.3,38,2
US.AAPL,Apple,2025-03-03 00:00:00,241.79,238.03,244.0272,236.112,39.149,0.00314,47183985,11319574967.0,-1.5754217664571628,241.84,39,3
US.AAPL,Apple,2025-03-04 00:00:00,237.705,235.93,240.07,234.68,38.804,0.00358,53798062,12778040551.0,-0.8822417342351779,238.03,40,3
US.AAPL,Apple,2025-03-05 00:00:00,235.42,235.74,236.55,229.23,38.773,0.00315,47227643,11055382847.0,-0.08053236129360307,235.93,41,3
US.AAPL,Apple,2025-03-06 00:00:00,234.435,235.33,237.86,233.1581,38.705,0.00301,45170419,10628298196.0,-0.17392042080257766,235.74,42,3
US.AAPL,Apple,2025-03-07 00:00:00,235.105,239.07,241.37,234.76,39.32,0.00308,46273565,11054929217.0,1.5892576382101646,235.33,43,3
US.AAPL,Apple,2025-03-10 00:00:00,235.54,227.48,236.16,224.22,37.414,0.0048,72071197,16405645762.0,-4.847952482536497,239.07,44,3
US.AAPL,Apple,2025-03-11 00:00:00,223.805,220.84,225.8399,217.45,36.322,0.00507,76137410,16840087008.0,-2.9189379286091026,227.48,45,3
US.AAPL,Apple,2025-03-12 00:00:00,220.14,216.98,221.75,214.91,35.687,0.00417,62547467,13610872074.0,-1.7478717623618971,220.84,46,3
US.AAPL,Apple,2025-03-13 00:00:00,215.95,209.68,216.8394,208.42,34.486,0.00409,61368330,13011058349.0,-3.364365379297624,216.98,47,3
US.AAPL,Apple,2025-03-14 00:00:00,211.25,213.49,213.95,209.58,35.113,0.004,60107582,12770032173.0,1.8170545593285015,209.68,48,3
US.AAPL,Apple,2025-03-17 00:00:00,213.31,214.0,215.22,209.97,35.197,0.0032,48073426,10251832689.0,0.23888706730994,213.49,49,3
US.AAPL,Apple,2025-03-18 00:00:00,214.16,212.69,215.15,211.49,34.981,0.00283,42432426,9040583801.0,-0.6121495327102815,214.0,50,3
US.AAPL,Apple,2025-03-19 00:00:00,214.22,215.24,218.76,213.75,35.401,0.00362,54385391,11723311543.0,1.1989280173021821,212.69,51,3
US.AAPL,Apple,2025-03-20 00:00:00,213.99,214.1,217.4899,212.22,35.213,0.00325,48862947,10475668922.0,-0.5296413306077006,215.24,52,3
US.AAPL,Apple,2025-03-21 00:00:00,211.56,218.27,218.84,211.28,35.899,0.00627,94127768,20353763162.0,1.9476879962634357,214.1,53,3
US.AAPL,Apple,2025-03-24 00:00:00,221.0,220.73,221.48,218.58,36.304,0.00295,44299483,9749138423.0,1.1270444861868234,218.27,54,3
